filename,chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
blues.00000.wav,0.349943220615387,1784.42044649466,2002.65019162326,3806.48531603739,0.083066391132934,-113.596748352051,121.55729675293,-19.1588249206543,42.3510284423828,-6.37645816802979,18.61887550354,-13.6979122161865,15.3446311950684,-12.2852668762207,10.9804916381836,-8.32432460784912,8.8106689453125,-3.66736817359924,5.75169086456299,-5.16276264190674,0.750947952270508,-1.69193756580353,-0.409952700138092,-2.30020880699158,1.2199285030365,blues
blues.00001.wav,0.340983182191849,1529.83531593008,2038.61757896922,3548.82020743639,0.056044256724071,-207.556793212891,124.006721496582,8.93056011199951,35.8746871948242,2.91603684425354,21.5237255096436,-8.55470371246338,23.3586711883545,-10.1036167144775,11.9037437438965,-5.56038761138916,5.37680292129517,-2.23911952972412,4.21696329116821,-6.01227331161499,0.936109602451324,-0.716537237167358,0.293876022100449,-0.287430882453918,0.531572818756104,blues
blues.00002.wav,0.363602876663208,1552.48195824589,1747.16598496131,3040.51494775542,0.076300747992454,-90.7543869018555,140.459899902344,-29.1099681854248,31.6890125274658,-13.9870357513428,25.7547626495361,-13.6495847702026,11.6292705535889,-11.7805891036987,9.70644283294678,-13.1231107711792,5.78926515579224,-8.90522384643555,-1.08371984958649,-9.21835899353027,2.455806016922,-7.72690105438232,-1.8157229423523,-3.43343424797058,-2.2268214225769,blues
blues.00003.wav,0.404779016971588,1070.11995332461,1596.33394776269,2185.02845409854,0.033308944465944,-199.43115234375,150.099212646484,5.64759302139282,26.8719272613525,1.75446164608002,14.2383451461792,-4.83088254928589,9.29796600341797,-0.757741630077362,8.14901256561279,-3.19631409645081,6.08767652511597,-2.47642087936401,-1.07389008998871,-2.87477779388428,0.780977129936218,-3.31693243980408,0.637981593608856,-0.619690001010895,-3.40823340415955,blues
blues.00004.wav,0.308590114116669,1835.49460280333,1748.36244809928,3580.94501318208,0.101500142100426,-160.266036987305,126.198806762695,-35.6054496765137,22.1533012390137,-32.4892692565918,10.8645124435425,-23.3579292297363,0.503117918968201,-11.8058319091797,1.20680510997772,-13.0838212966919,-2.80638360977173,-6.93412303924561,-7.55861806869507,-9.17355346679688,-4.51216459274292,-5.45353841781616,-0.924160718917847,-4.40933227539063,-11.7037811279297,blues
blues.00005.wav,0.302346438169479,1831.94236759667,1729.4832411267,3480.9372845818,0.094039869751355,-177.869049072266,118.196907043457,-17.5506744384766,30.7586345672607,-21.7427463531494,11.9038028717041,-20.7342472076416,3.18059754371643,-8.58348369598389,-0.936487257480621,-11.7762746810913,-2.42061424255371,-9.33936500549316,-9.93932437896729,-3.90989208221436,-5.57062387466431,-1.83902323246002,-2.77842044830322,-3.04686594009399,-8.11580848693848,blues
blues.00006.wav,0.291308015584946,1459.07848273443,1388.91331165023,2795.61642862326,0.073027903081463,-190.149475097656,130.296951293945,-36.3441390991211,33.0130500793457,11.1069355010986,-0.615158379077911,-20.8620090484619,0.270091116428375,-6.48975992202759,-5.51709318161011,-7.84032726287842,-3.12567830085754,-6.59311819076538,-9.94226741790772,-6.53722429275513,-10.0647535324097,-10.9121713638306,-6.97247791290283,-3.44903326034546,-6.49551010131836,blues
blues.00007.wav,0.307921051979065,1451.75414666004,1577.3699166309,2955.34879607682,0.061435002660604,-179.395431518555,136.459243774414,-26.6563625335693,39.9880256652832,5.28967761993408,10.924427986145,-20.5618896484375,8.51376533508301,-11.3569097518921,-3.46907734870911,-8.41455554962158,-6.95482635498047,-3.54453563690186,-8.05124187469482,-8.9595365524292,-8.42433643341064,-10.5588836669922,-10.788158416748,-4.69374847412109,-8.63861274719238,blues
blues.00008.wav,0.40903714299202,1719.21316266369,2031.64388358174,3781.3188015492,0.064027579576238,-121.361022949219,122.513107299805,-14.7421283721924,46.1434440612793,-8.16533279418945,20.1765251159668,-19.1724758148193,23.0556163787842,-11.8305025100708,21.1770076751709,-6.72119045257568,7.01094484329224,-12.7418308258057,5.06600427627564,-5.17547798156738,-1.44402432441711,-7.03707027435303,2.6974515914917,3.40980863571167,-2.6983528137207,blues
blues.00009.wav,0.274009227752686,1817.51638623994,1973.73907014159,3944.45114844355,0.07921531842589,-213.180801391602,115.152793884277,-11.7162666320801,39.029468536377,-20.3527565002441,13.082405090332,-9.17348194122314,9.01614856719971,-14.0979146957397,4.27817821502686,-6.03959512710571,3.78477144241333,0.22566756606102,-5.11363744735718,-0.413064211606979,-1.1845371723175,-1.92071461677551,-2.29372763633728,2.89126586914062,-4.23320436477661,blues
